priority_rank,risk_score,risk_score_100,risk_band,risk_percentile_group,recommended_action,actual_fraud,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_duration_days,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,is_night_incident,multi_vehicle_flag
324,0.441168946062194,44.12,Medium,High,Secondary Review,0,237,43,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,2130,64.94575055127095,0.0,0.2,0.8,1,0
325,0.44006493120817847,44.01,Medium,High,Secondary Review,0,287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,,Trivial Damage,,SC,Northbrook,9,1,,2,3,,5170,470,940,3760,Suburu,Forrestor,2001,3948,5.336829283399054,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
326,0.4367639651738522,43.68,Medium,High,Secondary Review,0,215,38,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,1798,50.29486878516906,0.1,0.2,0.7,0,0
327,0.43515362661975254,43.52,Medium,High,Secondary Review,0,32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,,1,2,,45500,9100,4550,31850,Toyota,Corolla,2009,106,36.1019423638441,0.2,0.1,0.7,0,0
328,0.4336653950994307,43.37,Medium,High,Secondary Review,1,234,44,IN,500/1000,500,1780.67,0,MALE,Associate,other-service,exercise,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,3,1,NO,1,0,NO,70200,7020,7020,56160,Ford,F150,2012,4641,39.423363116130446,0.1,0.1,0.8,1,0
329,0.4336063991978965,43.36,Medium,High,Secondary Review,0,342,53,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,12,1,,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000,3360,78.72116992726848,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
330,0.43218850373423595,43.22,Medium,High,Secondary Review,0,108,31,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,Parked Car,,Minor Damage,,SC,Arlington,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,4757,3.857774900183447,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
331,0.4285880019061216,42.86,Medium,High,Secondary Review,0,129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,,74360,13520,6760,54080,Suburu,Forrestor,2009,2809,80.1958521618153,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
332,0.42764384008819945,42.76,Medium,High,Secondary Review,1,291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,Parked Car,,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,3209,5.609506001568249,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
333,0.42652436447993075,42.65,Medium,High,Secondary Review,0,267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,,77100,15420,7710,53970,Volkswagen,Jetta,1996,3802,49.87031131752059,0.2,0.1,0.7,1,1
334,0.4262041992610518,42.62,Medium,High,Secondary Review,0,163,31,IN,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,1999,4664,63.61546041826344,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
335,0.42092007712323704,42.09,Medium,High,Secondary Review,0,225,43,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,3801,42.43710215216733,0.1,0.1,0.8,0,1
336,0.41862988561003417,41.86,Medium,High,Secondary Review,0,85,30,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,4821,74.03779745086959,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
337,0.4154700077473107,41.55,Medium,High,Secondary Review,0,135,34,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,6107,46.339916919995495,0.2,0.1,0.7,0,0
338,0.40994248976058084,40.99,Medium,High,Secondary Review,0,212,35,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,0,3,,1,3,,50380,4580,4580,41220,Suburu,Forrestor,1996,9033,44.82645098719625,0.0909090909090909,0.0909090909090909,0.8181818181818182,1,1
339,0.40925786138661907,40.93,Medium,High,Secondary Review,0,246,39,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,16,1,YES,0,3,,45180,5020,5020,35140,Honda,CRV,2004,2840,31.904977119936728,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
340,0.40599554023308027,40.6,Medium,High,Secondary Review,0,201,40,OH,250/500,2000,1315.56,0,FEMALE,PhD,transport-moving,video-games,not-in-family,0,0,Vehicle Theft,,Minor Damage,Police,SC,Northbrook,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003,8453,5.184104107756393,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
341,0.40454673766973076,40.45,Medium,High,Secondary Review,0,243,44,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,6242,63.5265909456069,0.1,0.2,0.7,1,1
342,0.40115921100404917,40.12,Medium,High,Secondary Review,1,210,35,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,NO,2,1,,24570,2730,2730,19110,Saab,95,2006,303,17.142976751974548,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
343,0.4003546093092511,40.04,Medium,High,Secondary Review,0,84,30,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,9,1,YES,1,3,,4620,420,840,3360,Audi,A5,1998,7122,2.5282097866891395,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
344,0.39980947934449673,39.98,Medium,High,Secondary Review,0,230,43,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,,0,2,,75460,13720,13720,48020,Audi,A5,2002,4574,61.794716412532544,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
345,0.39819447286905296,39.82,Medium,High,Secondary Review,0,53,36,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,,2,0,YES,51100,10220,5110,35770,Audi,A3,2006,4176,29.83627998225004,0.2,0.1,0.7,0,1
346,0.3922971115706689,39.23,Medium,High,Secondary Review,0,461,57,IL,100/300,500,865.33,7000000,FEMALE,High School,farming-fishing,golf,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,7,3,NO,0,1,,59040,9840,9840,39360,Dodge,RAM,1995,6235,68.22830596419863,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
347,0.3889212772078705,38.89,Medium,High,Secondary Review,0,284,42,OH,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,13,1,YES,0,1,,94160,8560,17120,68480,Chevrolet,Malibu,1996,7210,70.34530159726269,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
348,0.38762867856292904,38.76,Medium,High,Secondary Review,0,479,60,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,,0,3,,53900,5390,10780,37730,Saab,95,2006,4434,45.35319113130548,0.1,0.2,0.7,0,1
349,0.38717539808006846,38.72,Medium,High,Secondary Review,0,189,36,OH,250/500,2000,1388.58,0,FEMALE,MD,priv-house-serv,basketball,own-child,0,-49400,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,17,3,,1,3,YES,79560,13260,13260,53040,Ford,Escape,2009,2848,57.29594261763817,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
350,0.3851570911161156,38.52,Medium,High,Secondary Review,0,172,35,IL,100/300,2000,1219.04,0,MALE,MD,handlers-cleaners,paintball,own-child,63600,-68700,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,19,3,,2,0,NO,79750,14500,14500,50750,Nissan,Pathfinder,1999,3766,65.4203307520672,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
351,0.3753232706056826,37.53,Medium,High,Secondary Review,0,127,29,OH,250/500,2000,1326.44,5000000,FEMALE,High School,sales,board-games,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,12,2,YES,1,1,,66950,10300,10300,46350,Saab,93,1995,5558,50.473447724736886,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,1
352,0.3691892509295009,36.92,Medium,High,Secondary Review,0,264,47,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,sleeping,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,16,4,YES,1,2,YES,62370,5670,5670,51030,Dodge,Neon,2001,3629,52.79061500177746,0.0909090909090909,0.0909090909090909,0.8181818181818182,0,1
353,0.3666668716983923,36.67,Medium,High,Secondary Review,0,338,47,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,YES,2,1,,58560,9760,9760,39040,Mercedes,E400,2002,7123,51.2129851503332,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,0
354,0.3661294823753133,36.61,Medium,High,Secondary Review,1,168,39,IL,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,23,3,YES,1,3,NO,41580,3780,7560,30240,Chevrolet,Malibu,2015,7561,29.92249512446117,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,1
355,0.3656531888289246,36.57,Medium,High,Secondary Review,0,446,61,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,2007,5754,57.18735551067092,0.1,0.2,0.7,1,0
356,0.36483544156107334,36.48,Medium,High,Secondary Review,0,312,47,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,4649,46.46596318694465,0.125,0.125,0.75,0,1
357,0.3577320660317846,35.77,Medium,High,Secondary Review,0,259,43,IL,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,A5,2008,2039,8.103402796096017,0.1666666666666666,0.0833333333333333,0.75,0,0
358,0.357210207410347,35.72,Medium,High,Secondary Review,1,228,42,IN,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,reading,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,8,1,,0,0,,5070,780,780,3510,Mercedes,E400,2007,3130,4.234810644660129,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
359,0.35683754261349887,35.68,Medium,High,Secondary Review,0,146,31,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,Vehicle Theft,,Minor Damage,,SC,Northbend,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,2015,6330,4.821191074331313,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
360,0.355169841429171,35.52,Medium,High,Secondary Review,0,198,36,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,5092,45.066080500551806,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
361,0.3488805394840572,34.89,Medium,High,Secondary Review,0,200,35,IN,250/500,2000,1318.06,0,MALE,High School,exec-managerial,video-games,wife,57300,-80600,Vehicle Theft,,Trivial Damage,,VA,Hillsdale,13,1,NO,0,3,YES,6490,1180,1180,4130,Volkswagen,Jetta,2002,7456,4.923903312444047,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
362,0.3481577359947116,34.82,Medium,High,Secondary Review,0,136,29,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,Vehicle Theft,,Minor Damage,Police,NY,Columbus,9,1,,2,0,,6200,1240,620,4340,Honda,Accord,1999,1743,5.152754230245005,0.2,0.1,0.7,0,0
363,0.3474117634857526,34.74,Medium,High,Secondary Review,0,41,25,OH,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,sleeping,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,13,3,NO,1,3,NO,48000,9600,4800,33600,Dodge,RAM,1995,4232,47.80209930886132,0.2,0.1,0.7,0,1
364,0.3459644506150498,34.6,Medium,High,Secondary Review,0,27,32,OH,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,yachting,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,11,1,NO,1,0,,61500,12300,6150,43050,Dodge,Neon,2013,158,60.98891290981575,0.2,0.1,0.7,0,0
365,0.34256407164978625,34.26,Medium,High,Secondary Review,0,284,48,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,,0,0,,46860,8520,8520,29820,Volkswagen,Passat,1998,2442,48.89909214233539,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
366,0.33901078396947254,33.9,Medium,High,Secondary Review,0,322,49,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,4865,33.07441743923829,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
367,0.3389697708174486,33.9,Medium,High,Secondary Review,1,272,43,OH,100/300,1000,1279.13,0,MALE,PhD,craft-repair,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,5,3,,1,2,YES,81070,7370,14740,58960,Audi,A3,2006,7136,63.37901542454637,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,1
368,0.3288158091129064,32.88,Medium,High,Secondary Review,0,141,30,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,5322,33.34089362667272,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
369,0.3279636707755195,32.8,Medium,High,Secondary Review,0,22,26,OH,100/300,1000,1276.57,0,MALE,PhD,craft-repair,skydiving,not-in-family,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Arlington,3,1,YES,1,2,NO,78900,15780,7890,55230,Chevrolet,Silverado,1995,2705,61.80624642596959,0.2,0.1,0.7,1,0
370,0.327427870296852,32.74,Medium,High,Secondary Review,0,149,34,IN,250/500,500,664.86,0,FEMALE,PhD,craft-repair,skydiving,wife,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,3,1,,0,1,NO,105040,16160,16160,72720,Dodge,RAM,1999,3447,157.98814788075686,0.1538461538461538,0.1538461538461538,0.6923076923076923,1,0
371,0.32717923006598093,32.72,Medium,High,Secondary Review,0,198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,F150,2001,4290,60.26351012744146,0.1,0.1,0.8,0,0
372,0.3262370386103311,32.62,Medium,High,Secondary Review,0,362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,2269,36.147870199182144,0.0,0.0,1.0,1,1
373,0.32445577991472546,32.45,Medium,High,Secondary Review,0,186,38,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,,73800,12300,12300,49200,Audi,A3,1995,2380,54.77581254499707,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,1
374,0.3205102841880035,32.05,Medium,High,Secondary Review,1,473,58,IN,100/300,2000,1131.4,0,FEMALE,MD,transport-moving,movies,other-relative,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,12,4,YES,0,0,NO,63120,10520,10520,42080,Accura,MDX,1999,8137,55.78928760827293,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
375,0.3184659887954431,31.85,Medium,High,Secondary Review,0,89,32,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100,Parked Car,,Trivial Damage,Police,WV,Northbrook,5,1,YES,1,2,,100,10,20,70,Audi,A3,2002,6,0.0674522606625161,0.1,0.2,0.7,1,0
376,0.3177201778344084,31.77,Medium,High,Secondary Review,0,194,41,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,,0,2,,95900,13700,20550,61650,Saab,95,1999,8026,79.66373431023169,0.1428571428571428,0.2142857142857142,0.6428571428571429,0,1
377,0.3149660051696384,31.5,Medium,High,Secondary Review,0,441,55,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,,Minor Damage,,VA,Arlington,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,2031,5.038219619142086,0.1,0.1,0.8,1,0
378,0.3148941855236093,31.49,Medium,High,Secondary Review,0,253,46,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001,3223,47.5408629067884,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
379,0.3141679426231577,31.42,Medium,High,Secondary Review,1,88,25,IN,250/500,1000,1194.0,0,FEMALE,JD,handlers-cleaners,movies,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,2013,2668,55.92964824120603,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
380,0.3136454694368015,31.36,Medium,High,Secondary Review,0,108,31,IN,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,14,1,NO,0,2,NO,57330,6370,6370,44590,Dodge,Neon,2006,3359,48.76243939780556,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
381,0.31308473118312835,31.31,Medium,High,Secondary Review,0,65,30,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6,3,,2,3,NO,79800,15960,7980,55860,Honda,Civic,1999,1986,54.820870401538826,0.2,0.1,0.7,0,1
382,0.3130411418399024,31.3,Medium,High,Secondary Review,0,180,35,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,,Minor Damage,,OH,Springfield,17,1,,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,3495,4.071921308124681,0.2,0.1,0.7,0,0
383,0.31193003105555916,31.19,Medium,High,Secondary Review,1,9,24,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,,Trivial Damage,,NC,Arlington,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,4634,4.553608389678487,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
384,0.31020231206957843,31.02,Medium,High,Secondary Review,0,239,41,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,Parked Car,,Trivial Damage,Police,NC,Arlington,22,1,,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,464,8.140692901979719,0.1538461538461538,0.0769230769230769,0.7692307692307693,0,0
